product_url,product_name,price,rating,no_of_reviews,manufacturer,ASIN,description,product description
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDcxMTc2NTg0NDY3MjA1OjE2ODUxNTQ1NzY6c3BfYXRmX25leHQ6MjAxNTUyNTg5MTQyOTg6OjA6Og&url=%2FGadget-Wagon-Management-Organizer-Desk%2Fdp%2FB0BSL7JB5F%2Fref%3Dsr_1_146_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685154576%26sprefix%3Dba%252Caps%252C283%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Gadget Wagon Cable Management Tray Organizer Under Desk for Office and Home No Drill ,"Rs.1,990",,,Gadget Wagon,B0BSL7JB5F,Gadget Wagon Cable Management Tray Organizer Under Desk for Office and Home No Drill,"['Save space Store your accessories under the desk easily Load Capacity: 5kgs(11lbs)', 'No need to drill holes , easy clamp on grommet design to use on any table', 'Make your workstation need and clutter free and improve your productivity', 'Avoid clutter, easy to fir product, remove and shift anywhere', 'Cable Organizer, Cable Management store spike buster, surge protector , accessories, peripherals']"
https://www.amazon.in/SPENZ-BAGS-Backpack-Raincover-Brown/dp/B0C3RN6QSC/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1685154576&sprefix=ba%2Caps%2C283&sr=8-147,"SPENZ BAGS Travel Laptop Backpack for Women & Men | Fits15.6 Inch Laptop | Flight Approved Carry On Bag, College & School Students Bookbag With Raincover ",Rs.849,4.9 out of 5 stars,34,SPENZ BAGS,B0C3RN6QSC,"SPENZ BAGS Travel Laptop Backpack for Women & Men | Fits15.6 Inch Laptop | Flight Approved Carry On Bag, College & School Students Bookbag With Raincover","['LARGE CAPACITY & MANY POCKETS: This backpack has two main compartment pockets. One separate laptop compartment holds 15.6 Inch Laptop as well as 15 Inch, 14 Inch and 13 Inch Mac book or Laptop. The other one packing compartment is roomy for daily necessities and tech electronics accessories. Front compartment with zipper pocket and 2 elastic mesh side pockets.Make your items organized and easier to find.', 'COMFY & BREATHABLE BACKPACK: Adjustable shoulder straps and back side comes with comfortable and breathable mesh design, relieves the stress of your shoulder. A comfortable airflow foam-pad back design with soft, multi-panel breathable mesh padding, offer your back maximum back support. A foam-padded top handle for a long time carry on.', 'HIGH QUALITY MATERIAL: Our backpack made of waterproof and quality Polyester fabric with metal zippers. Lightweight and sturdy, ensure a secure & long-lasting usage every day. Perfects for weekend getaways, shopping, office work, business traveling and other outdoor activities. Also, it is a perfect student’s backpack for women, men, teens, boys and girls.', 'LAPTOP PROTECTION: Separate laptop compartment with foam padded of this back pack offers the optimal protection for your 15.6 inch laptop. Mesh pockets for mouse, adapter, charging cord and other electronics. Take the worry out of your work and study.', 'IDEAL GIFT: This fashionable backpack can be a great companion for travel, business, everyday use and outdoor activities. Also, a perfect college high school student backpack for boys, girls, teens. Practical gifts for teens, boys, girls, friends, mother, father, her or him.']"
https://www.amazon.in/Storite-Leather-Sling-Bag-Brown/dp/B08TR8RMNH/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1685154576&sprefix=ba%2Caps%2C283&sr=8-148,"Storite Stylish Multi-Pocket Small Sling Cross Body Travel Messenger One Side Shoulder Bag for Men & Women (Brown, 20.5x9x16.5cm) ",Rs.798,4.0 out of 5 stars,866,Storite,B08TR8RMNH,"Storite Stylish Multi-Pocket Small Sling Cross Body Travel Messenger One Side Shoulder Bag for Men & Women (Brown, 20.5x9x16.5cm)","['Messenger Sling Bag Dimension: Length (Horizontal Distance) – 16.5cm, Height – 20.5cm, Width – 9cm. Small capacity but perfectly fits up to 10” Tablet.', 'Material: Leather Side Bag is Made of PU Leather with Zipper.', 'Crossbody Sling Bag Structure: A total of 4 pockets(1 Front side pocket,2 Main Pockets,1 Rear Zipper Pocket)', 'Ideal Application: Use this bag as a messenger Sling bag, shoulder bag, suitable for your office and business for everyday use.', 'Disclaimer: The product in image may appear bigger or smaller than the real product. kindly read the dimension and check with any scale available to you before placing order.']"
https://www.amazon.in/Polestar-Liters-Polyester-Casual-Backpack/dp/B09243WY6M/ref=sr_1_149?crid=2M096C61O4MLT&keywords=bags&qid=1685154576&sprefix=ba%2Caps%2C283&sr=8-149,"POLESTAR Enzo 15.6 inch 35 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty ",Rs.619,4.2 out of 5 stars,"3,870",POLESTAR,B09243WY6M,"POLESTAR Enzo 15.6 inch 35 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty","['?DIMENSIONS: 32 Cm x 24 Cm x 48 Cm, CAPACITY: 35 Litres; ?NUMBER OF COMPARTMENTS: 3 full size compartments, 2 front zippers & 2 side pockets, LAPTOP COMPARTMENT: Padded laptop compartment with elasticated strap lock, LAPTOP SIZE: 13 to 15.6 inches<br>', '?MATERIAL: Polyester, Water Resistant, COLOR: Navy Blue & Grey<br>', '?SPECIAL FEATURES: Ergonomic design, lightweight, padded breathable mesh back with adjustable S-Curved shoulder straps which protects the backbone and help to relieve stress on shoulders, smooth & durable zippers, padded haul loop, 2 bottle/ umbrella easy access pockets, 2 front tiffin pockets, rain cover in the side pocket<br>', '?CONSUMER: Suitable for men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks, WARRANTY: 12 Months, Make in India product<br>', 'Compartment Description: Up To 15 Inches; Style Name: Daypack Backpacks; Pattern Name: Solid; Pocket Description: Utility Pocket<br>']"
https://www.amazon.in/Gear-Polyester-Laptop-Backpack-LBPECO1000109/dp/B012NW1H1I/ref=sr_1_150?crid=2M096C61O4MLT&keywords=bags&qid=1685154576&sprefix=ba%2Caps%2C283&sr=8-150,Gear ECO 1 Black Orange Red Laptop Backpack ,Rs.759,4.3 out of 5 stars,"1,379",Gear,B012NW1H1I,Gear ECO 1 Black Orange Red Laptop Backpack,"['Outer Material: Polyester, Color: Jet Black', 'Capacity: 24 liters; Weight: 584 grams; Dimensions: 46 cms x 33 cms x 16 cms (LxWxH)', 'Number of Compartments: 3', 'Bottle holder mesh', 'Embedded organizer', 'Heavily padded laptop sleeve fits upto 16 inches', 'Padded grab handle and bartacked load points']"
https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y3L4PHK/ref=sr_1_151?crid=2M096C61O4MLT&keywords=bags&qid=1685154576&sprefix=ba%2Caps%2C283&sr=8-151,Tabelito® Casual 15.6 Inch (39.6 cm) Water Repellent Laptop Backpack Office College School Business Travel Bag Suitable for Men Women Boys & Girls Capacity 25 Litre (Grey) ,Rs.549,4.1 out of 5 stars,"1,736",Tabelito,B08Y3L4PHK,Tabelito® Casual 15.6 Inch (39.6 cm) Water Repellent Laptop Backpack Office College School Business Travel Bag Suitable for Men Women Boys & Girls Capacity 25 Litre (Grey),"['PERFECT SIZE & STORAGE SPACE: This laptop backpack is the ideal size to store your 15.6-inch, 15-inch or 14-inch laptop as well as other items. Convenient main compartments for clothes, folders, and books, an iPad, and other items. Keep your phone and money in the pockets. School bag for girls / bags for women / kids school bag / college bags for boys / laptop backpack', ""Front two slanted pockets on Tabelito laptop backpacks are ideal for quick items like your work ID, powerbank, phone charger and cables or wallet. Your belongings are organised with keys for an open door, two side pockets for a water bottle, and a small umbrella. It can be used as a backpack for males, a women's backpack or a school bag for girls. You can give it to males as a present. luggage for travel"", ""COMFORTABLE & STURDY: Made of WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, reduce shoulder stress, basic but comfortable back design offers your wonderful back support, making your working, trip, and travelling more convenient wherever you go. You might use it as a men's office bag."", 'Light-weight carrying and ideal for weekend excursions, back-to-school, outdoor activities, and college bags for men, among other things;', 'Sized at 20 x 12.2 x 5.7 inches, this multipurpose bag is the ideal size to tuck under your seat while flying or on a business trip. Ideal for college back to school, conveniently storable. A excellent option for a work laptop bag, a business laptop bag, a laptop bag for men and women, as well as a gift bag for travellers, boyfriends, girlfriends, and men.']"
https://www.amazon.in/Half-Moon-Laptop-Bag-Compartment/dp/B0C1NZLF67/ref=sr_1_152?crid=2M096C61O4MLT&keywords=bags&qid=1685154576&sprefix=ba%2Caps%2C283&sr=8-152,Half Moon Valex Unisex School Bag/Laptop Backpack/College Bagpack/Office Back Packed | Laptop Bag for Men & Women | School Bags for Boys & Girls with Small Pockets & Laptop Compartment ,Rs.549,4.4 out of 5 stars,16,Half Moon,B0C1NZLF67,Half Moon Valex Unisex School Bag/Laptop Backpack/College Bagpack/Office Back Packed | Laptop Bag for Men & Women | School Bags for Boys & Girls with Small Pockets & Laptop Compartment,"[""Trendy Design: The Laptop bag for men features a unique, trendy design that makes it stand out from other laptop backpacks. It's perfect for individuals who want to express their style while carrying their laptop."", ""Secure Laptop Compartment: The 17-inch padded compartment in laptop backpack for men / Laptop bag for men provides secure storage for your device. The padding ensures that your laptop is protected from scratches and bumps while you're on the move."", ""Front Pockets: The small pockets in College Bags for men / College bag for women in Second Compartment provide easy access to smaller items like your phone, wallet, and keys. These pockets are convenient and ensure that you don't have to dig through the main compartment to find what you need."", 'Strong Built: The Laptop bag for men is built with strong zippers and stitching that can withstand daily wear and tear. This ensures that your belongings are kept safe and secure in college bag for girls and the backpack for men can hold up to daily use.', ""Comfortable to Wear: The Laptop bag for men / backpack for men is designed for maximum comfort. The padded shoulder straps and back panel provide added comfort, reducing strain on your back and shoulders while carrying the laptop backpack. This makes it easy to wear the backpack for extended periods of time, whether you're commuting to work or school or going on a trip.""]"
https://www.amazon.in/American-Tourister-Polyester-Compartment-Backpack/dp/B0BWFFFT5H/ref=sr_1_153?crid=2M096C61O4MLT&keywords=bags&qid=1685154576&sprefix=ba%2Caps%2C283&sr=8-153,"American Tourister Sest+ Polyester 2 Compartment Unisex Backpack (Grey,Frsz) ","Rs.1,429",4.1 out of 5 stars,9,American Tourister,B0BWFFFT5H,"American Tourister Sest+ Polyester 2 Compartment Unisex Backpack (Grey,Frsz)","['Material : Polyester', 'Warranty : 1 year', 'Waterproof : No']"
https://www.amazon.in/PALAY%C2%AE-Shoulder-4-Zipper-Pockets-Adjustable/dp/B08SWGFBNT/ref=sr_1_154?crid=2M096C61O4MLT&keywords=bags&qid=1685154576&sprefix=ba%2Caps%2C283&sr=8-154,"Palay Waist Bag For Unisex With Adjustable Strap, Waterproof Fanny Pack Stylish Chest Bag Bum Bag With 4-Zipper Pockets For Travel Party Festival Running Hiking ",Rs.584,4.4 out of 5 stars,309,PALAY,B08SWGFBNT,"Palay Waist Bag For Unisex With Adjustable Strap, Waterproof Fanny Pack Stylish Chest Bag Bum Bag With 4-Zipper Pockets For Travel Party Festival Running Hiking","['LARGE CAPACITY: Our waist pack have 4 zippered pockets and 1 main pocket compartment, all with reinforced double stitches and nylon lining. The pocket can comfortably hold mobile phones, wallet, charging treasure, keys, earphones and so on.', 'WATERPROOF: Our waist pack is Woven from nylon, consisting of ddouble suture and zippers, ensure the quality and strength of each bag.', 'ADJUSTABLE: The straps are adjustable and you can adjust them to the most comfortable length according to your body. suitable for waist circumferences of 15 inches to 48.8 inches. All fanny packs are unisex, perfect for men, women and teenagers.', 'SO VERSATILE: Stylish prints waist bag is an ideal companion for a comfortable all day carry to school/college, malls, morning walks, bike rides, running, hiking, festivals, fares or concerts, travel and outdoor essentials.', 'BEST GIFT: All our bags are backed friendly customer service support, just purchase and enjoy this superior shoulder bag with confidence, this waist pack an ideal gift for your friends, families, kids.']"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDcxMTc2NTg0NDY3MjA1OjE2ODUxNTQ1NzY6c3BfbXRmOjIwMDYzNzg0NDU4MDk4OjowOjo&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B68Z3X7D%2Fref%3Dsr_1_155_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685154576%26sprefix%3Dba%252Caps%252C283%26sr%3D8-155-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty ","Rs.1,600",4.1 out of 5 stars,441,uppercase,B0B68Z3X7D,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",['Handcrafted with care and made up of premium quality robust material']
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDcxMTc2NTg0NDY3MjA1OjE2ODUxNTQ1NzY6c3BfbXRmOjIwMTUxODYwODMzNDk4OjowOjo&url=%2FKenneth-Cole-Reaction-Polyester-Backpack%2Fdp%2FB07GX3PWNK%2Fref%3Dsr_1_156_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685154576%26sprefix%3Dba%252Caps%252C283%26sr%3D8-156-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Kenneth Cole Reaction Women's Chevron Quilted Polyester Twill 15.6"" Laptop Backpack, Midnight Black, One Size ","Rs.3,275",4.8 out of 5 stars,237,Kenneth Cole Reaction,B07GX3PWNK,"Kenneth Cole Reaction Women's Chevron Quilted Polyester Twill 15.6"" Laptop Backpack, Midnight Black, One Size","['Imported', 'polyester lining', '155"" shoulder drop', '155"" high; 1125"" wide; Pockets: 7 slip, 2 zip, 4 exterior']"
https://www.amazon.in/Lunars-Router-Resistant-Raincover-Organiser/dp/B08YR63B9M/ref=sr_1_157?crid=2M096C61O4MLT&keywords=bags&qid=1685154576&sprefix=ba%2Caps%2C283&sr=8-157,"Lunar's 35 L Laptop Office/School/Travel/Business Backpack Water Proof - Fits Up to 15.6 Inch Laptop Notebook, With Raincover, Inside Organiser and 1 Year Warranty (All) ",Rs.849,3.8 out of 5 stars,"1,085",Lunar's,B08YR63B9M,"Lunar's 35 L Laptop Office/School/Travel/Business Backpack Water Proof - Fits Up to 15.6 Inch Laptop Notebook, With Raincover, Inside Organiser and 1 Year Warranty (All)","['?WATER RESISTANT WITH 1 YEAR WARRANTY - Stylish and durable unisex travel laptop backpack that is your perfect travel partner. Size: 19 inch X 13 inch X 8.5 inch. Capacity : 35 liters. Backpack is made of high grade water resistant polyester material that gives it strength and durable for long-term use. 12 months warranty for any manufacturing defects<br><br>', 'Water Resistance Level: Waterproof; Strap Type: Shoulder Strap; Special Features: Laptop Compartment; Compartment Description: Up To 15 Inches; Age Range Description: Adult; Style Name: Classic; Pocket Description: Utility Pocket<br>', '<br>', '<br>', '<br>']"
https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3SPN16/ref=sr_1_158?crid=2M096C61O4MLT&keywords=bags&qid=1685154576&sprefix=ba%2Caps%2C283&sr=8-158,NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office ,Rs.568,3.9 out of 5 stars,742,NORTH ZONE,B0BL3SPN16,NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,"['COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g', 'HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items', 'CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use', 'CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.', 'HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.']"
https://www.amazon.in/Gear-Bounce-Backpack-Grey-Orange-BKPBOUNCE0604/dp/B097KCLF5F/ref=sr_1_159?crid=2M096C61O4MLT&keywords=bags&qid=1685154576&sprefix=ba%2Caps%2C283&sr=8-159,Gear Bounce 27 Ltrs Water Resistant School Bag/Backpack/College Bag for Men/Women-Grey Orange ,Rs.593,3.6 out of 5 stars,422,Gear,B097KCLF5F,Gear Bounce 27 Ltrs Water Resistant School Bag/Backpack/College Bag for Men/Women-Grey Orange,"['Ergonomically Designed : Spacious with Multiple Compartments & Pockets : Intuitive Access : Cushioned Back Panel & Shoulder Straps : Lightweight', 'Bartacked Load Points : Water Resistant Fabric : Heavy Duty Long Lasting Zippers', 'Outer material type: Polyester', 'Item Package Weight : 400.0 grams']"
https://www.amazon.in/Lavie-Pavo-Womens-Tote-Navy/dp/B07YY1PJ3H/ref=sr_1_160?crid=2M096C61O4MLT&keywords=bags&qid=1685154576&sprefix=ba%2Caps%2C283&sr=8-160,Lavie Women's Pavo Tote Bag | Ladies Purse Handbag ,Rs.760.25,4.1 out of 5 stars,"4,748",Lavie,B07YY1PJ3H,Lavie Women's Pavo Tote Bag | Ladies Purse Handbag,"['Lavie Pavo tote is a must have for trend-driven women. It is durable, lightweight, and available in multiple trendy colors. Made from premium man-made leather, this hand bag has the latest saffiano texture at the front.', 'Dimension: 40 cm in length x 14 cm in width x 32 cm in height', 'Pavo hand bag has a top zip closure for safety and comfort. The bag has a spacious main compartment, one zipper pocket inside and at the back, 2 non-zipper pockets, providing plenty space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses, sanitizer etc. It has dual shoulder straps and an adjustable sling belt for multipurpose use.', 'This tote is perfect for women to carry for a weekend getaway or a date night. It can be paired with a cute crop top and jeans as well as a denim jumpsuit. This trendy tote is a great gift for all occasions.', 'The bag has a well stitched inner lining and high quality zippers for easy accessibility and storage.']"
https://www.amazon.in/ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_161?crid=2M096C61O4MLT&keywords=bags&qid=1685154576&sprefix=ba%2Caps%2C283&sr=8-161,ADISA Women's Girls Party Sling Bag Crossbody ,Rs.399,3.7 out of 5 stars,114,ADISA,B0B2WBJ2H8,ADISA Women's Girls Party Sling Bag Crossbody,"['Outer Material: PU / Synthetic Leather', 'Closure: Magnetic', 'Pockets: 1, Compartments: 1', 'Height Adjustable Sling belt', 'Dimensions: LxWxH - 7.2 x 2.5 x 6.2 inches']"
https://www.amazon.in/WILDHORN-Backpack-Compartment-Business-College/dp/B09Q63JWCH/ref=sr_1_162?crid=2M096C61O4MLT&keywords=bags&qid=1685154576&sprefix=ba%2Caps%2C283&sr=8-162,WILDHORN Laptop Backpack for Men/Women I Waterproof I Travel/Business/College Bookbags Fit 15.6 Inch Laptop ,Rs.747.29,4.0 out of 5 stars,129,WildHorn,B09Q63JWCH,WILDHORN Laptop Backpack for Men/Women I Waterproof I Travel/Business/College Bookbags Fit 15.6 Inch Laptop,"['✈LOTS OF STORAGE SPACE&POCKETS- This travel backpack design with multi independent pockets for large storage and organization for small items. 2 spacious main multi compartments with many hidden pockets can accommodate lots of stuffs like college supplies, travel accessories, clothes, stationery, notebook, Mesh pockets at side for water bottle and compact umbrella make your items organized and easier to find.Ideal book bag backpack for high school boys perfectly.', '✈DIMENSION & DURABLE MATERIAL - Size of extra large backpack:18.89 x 12.0 x 2.99 (inches), perfect to throw under your seat on an airplane when you are traveling or on business trip.Separate padded laptop compartment fits most 15.5 inch laptop /Ipad/Computer.The business computer backpack made from high quality polyester fabric shockproof with high density nylon lining for better TEAR & WATER RESISTANT and heavy duty backpack.', '✈MULTIPURPOSE - At checkpoint, unfolds the travel backpack freely 90-180 degrees making you quickly through the airport security and keep items tidy, exclusive designed for airplane travel. The big backpack is perfect for indoor/outdoor activities. Served as a durable laptop backpack, large school backpack for Teen Boys/Girls, large laptop bag or spacious college backpack. Perfect travel gifts for men women who like international travel, camping, hiking and overnight trip.', '✈SECURE& SAFE - Durable Metal Zippers,protects wallet and other items inside from thief and offers a private space.So you never have to worry about someone stealing your laptop, ipad, business file, homework and anything value, keep you a nice peace of mind. Durable metal zippers close and open smoothly, ensure a secure and long-lasting usage everyday or weekend.', '✈BREATHABLE & COMFORTABLE - Padded and breathable mesh back panel of this Backpack design help for the air convection, ventilation and heat elimination. Comfortable wide breathable mesh shoulder straps with plentiful sponge pad help relieve the stress from your shoulder. Both sides of the shoulder strap with design, can hang sunglasses and other small pendants.Premium bookbags for men also school backpack for teen boys. And it is a Ideal gifts for men women.']"
https://www.amazon.in/Classic-Leather-Laptop-Backpack-LBPCLSLTH1901/dp/B07G4CYC74/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1685154576&sprefix=ba%2Caps%2C283&sr=8-163,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Tan ,Rs.990,4.4 out of 5 stars,"2,420",Gear,B07G4CYC74,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Tan,"['Outer material: synthetic, color: tan; Waterproof', 'Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)', 'Number of compartments: 2', 'Laptop compatibility: yes, laptop size: 16strap type: adjustable', 'Age Range Description: Adult; Special Features: Back Padding; Pocket Description: Utility Pocket; Closure Type: Zipper', 'Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,2 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .']"
https://www.amazon.in/Bennett-15-6-inch-Repellent-Backpack-ben_cas_blue/dp/B09WZKB54G/ref=sr_1_164?crid=2M096C61O4MLT&keywords=bags&qid=1685154576&sprefix=ba%2Caps%2C283&sr=8-164,"Bennett 15.6 inch Laptop Bag Men/Women, 25 L Water Resistant School/College Backpack with Padded Laptop Compartment for Apple/Dell/Lenovo/Asus/Hp/Mi/MacBook/Ultrabook/Thinkpad/Ideapad (Blue) ",Rs.512,3.9 out of 5 stars,575,Bennett,B09WZKB54G,"Bennett 15.6 inch Laptop Bag Men/Women, 25 L Water Resistant School/College Backpack with Padded Laptop Compartment for Apple/Dell/Lenovo/Asus/Hp/Mi/MacBook/Ultrabook/Thinkpad/Ideapad (Blue)","['PERFECT SIZE & STORAGE SPACE: Laptop backpack with perfect size to hold things and your 15.6 inch laptop or 15 inch, 14 inch Laptop. Convenient main pockets for iPad, charger, binders, books, clothes, ect. Inside pockets keep your wallet, phone. school bag for girls / bags for women / kids school bag / college bags for boys / laptop backpack .', 'COMPREHENSIVE WORKSPACE: Front two slanted pocket perfect for quick finds such as your ID for work, f gear laptop bags . keys for open door, two side pockets for water bottle and compact umbrella make your items organized. it can be use as school college bags for girls / backpack for men /backpacks for women . you can use it as a gift for men . bags for travelling', 'COMFY & STURDY: Made from WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, relieve the stress of shoulder, simple but comfortable back design offer your great back support, making your working, journey and travelling more convenient wherever you go. you can use it such as office bag for men . office bag for women .', 'EFFORTLESS CARRYING: This lightweight backpack is the perfect travel companion for carrying a laptop, books, and accessories when visiting the airport, going to the school, college office, exploring a new city, or using it as a laptop bag.', 'MULTIPURPOSE & SIZE: 20 x 12.2 x 5.7 Inch, perfect to throw under your seat on an airplane when you are traveling or on business trip. Suitable for back to school college, can be easily stored. Good choose for a business laptop backpack, work backpack, laptop bag for men and women, also will be a good gifts for women, gifts for men, gifts for boyfriend or girlfriend and gift bag for travelers.', 'Strap type: Shoulder Strap', 'Water Resistance Level: water_resistant']"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDcxMTc2NTg0NDY3MjA1OjE2ODUxNTQ1NzY6c3BfYnRmOjIwMDc4ODgzNDA4MDk4OjowOjo&url=%2FMokobara-Backpack-Leather-Resistant-Laptop%2Fdp%2FB0B7X8BYQJ%2Fref%3Dsr_1_165_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685154576%26sprefix%3Dba%252Caps%252C283%26sr%3D8-165-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women ","Rs.7,499",4.5 out of 5 stars,51,MOKOBARA,B0B7X8BYQJ,"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women","['CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Blue, Water resistant: Yes', 'INDUSTRY BEST BACKPACK STORAGE: 45 x 31 x 13.5 cm Dimensions, 19L Capacity, Fits upto a 16” laptop', 'FLAT OPENING TECH COMPARTMENT: 5 pockets to store your iPad, adapters and other tech accessories, Padded laptop compartment with lock strap', 'MOST FEATURE RICH BACKPACK: USB Port:1, Power bank not included, Front compartment: slip pockets, pen pockets, zippered pockets, Expandable body, Hidden magnetic passport/phone pocket, Luggage sleeve, Hidden expandable water bottle/umbrella pocket', 'MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI)']"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDcxMTc2NTg0NDY3MjA1OjE2ODUxNTQ1NzY6c3BfYnRmOjIwMTE2ODc5MTY5OTk4OjowOjo&url=%2FRed-Lemon-Multifunctional-Waterproof-Anti-Thief%2Fdp%2FB0B12VF374%2Fref%3Dsr_1_166_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685154576%26sprefix%3Dba%252Caps%252C283%26sr%3D8-166-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Red Lemon BANGE Multifunctional Waterproof Anti-Thief Sling Bag with USB Charging (Blue) ,"Rs.1,899",4.3 out of 5 stars,146,Red Lemon,B0B12VF374,Red Lemon BANGE Multifunctional Waterproof Anti-Thief Sling Bag with USB Charging (Blue),"['➧ PREMIUM MATERIAL: This multifunctional sling bag is made of high quality water resistant and scratchproof polyester material. The hardware such as zippers, pullers are wear resistant, smooth, of premium quality and durable.', '➧CONVENIENT STORAGE: Graceful curved design with a professional look and pure texture. A well arranged spaced compartment with soft sleeve to carry a Tablet, iPad. Spacious enough to store office accesories, mobile, charger, headphones, pens,wallet etc. One hidden pocket at the side to fit waterbottle or folding umbrella. Back pocket to hold money, cards, wallet. Adjustable shoulder straps for better handling. Hidden cards pocket on the strap. Comfortable sturdy handle to easy carry.', '➧ ANTI- THEFT LOCK: A built-in anti theft password lock for added level of security.', '➧ USB FEATURE : External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices.', '➧ SIZE & COMFORT : Dimensions: 18cms x 10 cms x 34 cms (LxWxH). Capacity: 6 Lit Weight : 0.46 Kg. This single shoulder unisex sling bag is perfect to be carried for travel and office. Honeycomb anti sweat design for better air permeability. Ergonomics design with soft padding for maximum back support.']"
